,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price,car_tier
2905,2018-07-20,"Hessel, Hermann and Upton",BMW,X5,2018,Goldenrod,28111,Sports
2906,2020-06-22,Adams-Schoen,Ford,Crown Victoria,2023,Green,84920,Off-Road
2907,2021-10-29,Barrows-Littel,Mercedes-Benz,C-Class,2010,Goldenrod,58057,Economy
2908,2023-04-23,"Keebler, Bauch and Schuster",Eagle,Vision,2010,Maroon,70421,Off-Road
2909,2018-01-18,"Lind, Balistreri and Little",Acura,Vigor,2018,Maroon,51447,Economy
2910,2022-02-07,O'Keefe LLC,Infiniti,QX,2018,Maroon,30506,Off-Road
2911,2023-03-19,Smith and Sons,Honda,Fit,2018,Yellow,63302,Sports
2912,2020-01-26,O'Conner LLC,Hyundai,Sonata,2010,Indigo,89344,Economy
2913,2018-03-10,"Mraz, Windler and Nolan",Chevrolet,Cobalt SS,2017,Indigo,65816,Off-Road
2914,2018-10-07,"Dach, Feeney and Aufderhar",Chevrolet,Express 3500,2016,Fuscia,30271,Sports
2915,2022-11-26,Lubowitz-Heller,Mazda,626,2015,Mauv,97100,Luxury
2916,2019-04-30,Wunsch-Lebsack,Chevrolet,Tracker,2023,Red,36458,Sports
2917,2022-05-01,"Sporer, Okuneva and Waelchi",Mitsubishi,Outlander,2010,Indigo,33908,Luxury
2918,2020-11-16,"Weissnat, Murazik and Jerde",Chevrolet,Corvette,2014,Mauv,62498,Economy
2919,2018-11-08,Fritsch-Ullrich,Kia,Rondo,2018,Mauv,73102,Sports
2920,2021-04-21,Shields and Sons,Honda,Insight,2013,Red,93182,Luxury
2921,2019-05-25,Klein LLC,BMW,M3,2011,Indigo,12933,Economy
2922,2023-02-01,"Dickinson, Bradtke and Sipes",Honda,Civic,2014,Teal,11881,Off-Road
2923,2019-06-26,Nikolaus Group,Mazda,B-Series,2016,Red,38917,Luxury
2924,2019-11-24,"Macejkovic, Johnston and Olson",Mazda,B-Series,2010,Mauv,11608,Budget
2925,2022-05-18,Corkery LLC,Dodge,Ram 1500 Club,2017,Puce,39750,Off-Road
2926,2021-09-12,"Rice, Barrows and D'Amore",Chevrolet,Venture,2022,Puce,10128,Sports
2927,2023-05-01,"Fahey, King and Kessler",Mitsubishi,Lancer Evolution,2018,Orange,31933,Economy
2928,2018-11-13,Schneider-Dooley,Ford,Focus,2021,Blue,60263,Luxury
2929,2022-08-06,Blick LLC,Chevrolet,Corvette,2023,Goldenrod,92090,Budget
2930,2019-10-29,Prosacco and Sons,BMW,645,2013,Crimson,80160,Luxury
2931,2019-05-15,"Stamm, Bogan and Bauch",Bentley,Continental Flying Spur,2013,Turquoise,69337,Sports
2932,2022-07-21,Cremin Group,Lotus,Esprit,2012,Violet,10340,Luxury
2933,2018-08-29,"Kessler, Becker and Gutmann",Hyundai,Veracruz,2014,Maroon,57646,Off-Road
2934,2018-09-25,Kreiger Group,Mitsubishi,Lancer Evolution,2012,Blue,61223,Budget
2935,2023-04-20,"Heathcote, Lesch and Flatley",Geo,Metro,2013,Mauv,88718,Luxury
2936,2022-05-06,Reinger Inc,Ford,Edge,2010,Mauv,40168,Economy
2937,2022-05-12,Abernathy Group,Nissan,Xterra,2012,Red,32615,Budget
2938,2021-05-21,Lebsack Group,Volvo,V50,2010,Fuscia,44880,Economy
2939,2021-01-24,Walsh-Quitzon,Infiniti,Q,2023,Indigo,34766,Luxury
2940,2018-10-15,Willms-Casper,Infiniti,FX,2020,Aquamarine,46323,Budget
2941,2021-09-16,Treutel-Bartoletti,Lotus,Esprit,2018,Pink,14037,Budget
2942,2018-08-05,Keeling LLC,Chevrolet,Corvette,2020,Turquoise,43332,Economy
2943,2022-10-14,Schaden and Sons,Toyota,Camry,2014,Crimson,74232,Sports
2944,2019-02-18,Christiansen Group,Mercedes-Benz,CLK-Class,2023,Goldenrod,85202,Off-Road
2945,2018-07-24,Krajcik LLC,GMC,Safari,2010,Turquoise,52276,Luxury
2946,2021-09-02,"Schmidt, Herman and Herzog",Audi,A6,2012,Puce,26681,Off-Road
2947,2022-08-12,Torp and Sons,Honda,Pilot,2018,Turquoise,96656,Budget
2948,2023-02-20,Borer-Witting,Volkswagen,Jetta,2011,Mauv,33300,Off-Road
2949,2021-10-07,Kihn LLC,GMC,Safari,2013,Goldenrod,68138,Budget
2950,2020-11-08,Prosacco Inc,GMC,Envoy XUV,2011,Aquamarine,88683,Luxury
2951,2020-05-23,"Lowe, Gislason and Zemlak",Mercedes-Benz,E-Class,2012,Puce,30439,Off-Road
2952,2022-05-08,Thompson Inc,Pontiac,Grand Am,2020,Puce,29976,Economy
2953,2018-07-23,"Schaden, Luettgen and Langosh",Aptera,Typ-1,2011,Mauv,82677,Luxury
2954,2020-12-12,Rogahn Inc,Kia,Sorento,2013,Maroon,48948,Sports
2955,2022-04-11,"Donnelly, Jacobs and Ebert",Plymouth,Neon,2016,Orange,66565,Off-Road
2956,2021-09-28,Predovic and Sons,Maybach,57,2023,Khaki,21336,Off-Road
2957,2023-02-27,"Hegmann, Roberts and Flatley",Suzuki,Grand Vitara,2020,Teal,24663,Budget
2958,2019-10-04,Langworth-Waters,Jeep,Grand Cherokee,2014,Maroon,56272,Off-Road
2959,2019-04-28,Lynch-Yost,Buick,Park Avenue,2016,Teal,31549,Off-Road
2960,2021-06-13,Larkin-Quitzon,Toyota,Avalon,2011,Fuscia,97438,Off-Road
2961,2020-03-02,Breitenberg and Sons,Ford,F150,2012,Teal,50724,Budget
2962,2022-06-15,Treutel Group,Infiniti,G,2014,Violet,67917,Sports
2963,2022-05-21,Blanda-Schinner,Volkswagen,GTI,2010,Puce,69434,Off-Road
2964,2021-04-29,Homenick LLC,Pontiac,Parisienne,2017,Purple,72617,Luxury
2965,2020-02-21,McKenzie-Rempel,Honda,S2000,2011,Turquoise,97316,Off-Road
2966,2023-03-23,Jakubowski Inc,Ford,Thunderbird,2010,Turquoise,64540,Budget
2967,2020-07-25,Prohaska and Sons,Dodge,Viper,2020,Crimson,33197,Off-Road
2968,2021-06-15,"Feeney, Wiza and Effertz",Mercury,Grand Marquis,2023,Teal,60087,Off-Road
2969,2018-08-11,"Connelly, Kulas and Beier",Volkswagen,Phaeton,2014,Crimson,83743,Sports
2970,2018-08-09,"Barrows, Legros and Balistreri",Isuzu,Axiom,2019,Teal,40532,Sports
2971,2021-02-23,Walter Inc,Suzuki,Vitara,2020,Puce,71469,Sports
2972,2021-07-19,"Donnelly, Will and Hand",Aston Martin,V8 Vantage,2012,Purple,32634,Economy
2973,2020-04-28,Kutch-Schneider,Saturn,L-Series,2023,Crimson,20484,Economy
2974,2018-12-22,"Dach, Block and Streich",Audi,A4,2010,Pink,72438,Economy
2975,2020-04-18,"Bergstrom, Bartoletti and Klocko",Toyota,4Runner,2012,Red,15984,Off-Road
2976,2021-01-27,"Jenkins, Mills and Lowe",Toyota,Celica,2010,Fuscia,33830,Sports
2977,2022-01-28,"Lowe, Keeling and Emmerich",Maserati,Quattroporte,2011,Pink,51092,Budget
2978,2018-08-11,Anderson LLC,Ford,Explorer Sport Trac,2016,Orange,88708,Off-Road
2979,2021-07-26,Keebler Group,Chevrolet,Cavalier,2013,Orange,47708,Luxury
2980,2021-12-12,Hammes-Lang,Toyota,Supra,2023,Puce,35704,Off-Road
2981,2019-11-08,Hagenes-Gerhold,Dodge,Ram 2500,2016,Orange,43840,Luxury
2982,2021-06-10,Keebler-Lehner,Saab,900,2012,Goldenrod,58502,Economy
2983,2021-11-06,Jaskolski-Armstrong,Ford,Escape,2012,Khaki,84284,Off-Road
2984,2020-06-27,Sawayn-Walsh,Ford,E-Series,2013,Green,46778,Budget
2985,2018-03-23,Sawayn Inc,Audi,Q5,2015,Khaki,13083,Budget
2986,2020-11-16,Steuber-Runolfsdottir,Mazda,Navajo,2018,Turquoise,28743,Economy
2987,2018-09-27,Leuschke LLC,Lexus,SC,2019,Blue,11506,Off-Road
2988,2018-03-09,Haag-Balistreri,Chevrolet,Corvette,2016,Violet,79925,Off-Road
2989,2021-06-21,Greenholt Inc,Volkswagen,Golf,2018,Teal,93277,Budget
2990,2019-03-30,"Sawayn, Sauer and Abernathy",Dodge,Ram Wagon B150,2017,Orange,72800,Economy
2991,2021-05-05,Moen Group,Pontiac,Grand Prix,2019,Pink,84536,Budget
2992,2020-09-10,Rempel Inc,Pontiac,6000,2010,Puce,86738,Economy
2993,2019-03-10,O'Connell-Sipes,Jaguar,X-Type,2012,Mauv,37541,Off-Road
2994,2020-02-26,Gerlach and Sons,Mercury,Tracer,2012,Goldenrod,51061,Sports
2995,2020-08-13,"Hartmann, Green and Schneider",Nissan,Sentra,2014,Maroon,15866,Budget
2996,2023-04-18,"Lakin, Hegmann and Kirlin",Buick,Regal,2020,Red,10321,Economy
2997,2018-06-16,"Metz, Koelpin and Runolfsson",Renault,Alliance,2013,Violet,48407,Sports
2998,2020-04-30,Quitzon-Lang,Mitsubishi,Chariot,2011,Purple,20761,Budget
2999,2022-10-17,Fadel-Collier,Chevrolet,Express 2500,2010,Blue,16181,Luxury
3000,2022-08-23,O'Connell and Sons,Hyundai,Azera,2014,Aquamarine,74188,Off-Road
3001,2018-10-10,"Greenholt, Nolan and Rath",Mazda,B-Series Plus,2010,Blue,60330,Luxury
3002,2018-04-19,Huels Group,Suzuki,Verona,2017,Violet,25279,Sports
3003,2018-10-25,"Orn, Bayer and Rippin",Volkswagen,Touareg 2,2015,Crimson,87772,Economy
3004,2019-12-18,Turcotte-Fay,Infiniti,QX,2020,Green,37679,Sports
3005,2019-10-04,Rogahn Inc,Nissan,Versa,2012,Crimson,69148,Sports
3006,2023-03-01,Heidenreich-Dach,Volkswagen,Golf,2011,Khaki,33250,Off-Road
3007,2018-07-31,Bashirian Group,BMW,Z4,2011,Aquamarine,50096,Budget
3008,2019-08-27,Bergnaum LLC,Toyota,Celica,2017,Puce,15379,Luxury
3009,2018-01-16,"Pfeffer, Kiehn and Mraz",BMW,Z4,2011,Fuscia,17390,Luxury
3010,2019-07-25,Koch-McClure,Ford,E150,2018,Indigo,12964,Economy
3011,2018-02-24,"Adams, Stroman and Parisian",Mitsubishi,Pajero,2020,Crimson,23641,Luxury
3012,2018-02-12,Mitchell-Gottlieb,Dodge,Intrepid,2021,Teal,44866,Economy
3013,2022-09-27,Stanton-Cremin,Pontiac,Montana,2010,Puce,48233,Economy
3014,2019-01-04,Robel Inc,Buick,Somerset,2021,Maroon,26728,Off-Road
3015,2020-07-19,Torphy-Blick,Nissan,Quest,2016,Turquoise,22126,Luxury
3016,2020-04-18,Powlowski-Haley,Ford,Mustang,2011,Mauv,29431,Off-Road
3017,2022-10-12,Schuppe-Schaden,Pontiac,Bonneville,2012,Red,24529,Off-Road
3018,2021-04-17,Barrows Inc,Pontiac,GTO,2010,Blue,89760,Off-Road
3019,2022-03-20,"Orn, Franecki and Kertzmann",Lincoln,Continental Mark VII,2014,Goldenrod,43060,Economy
3020,2023-01-20,Hane LLC,Ford,LTD,2016,Turquoise,24405,Budget
3021,2019-05-24,Conroy and Sons,Jeep,Grand Cherokee,2022,Crimson,67809,Economy
3022,2022-04-30,"Batz, Block and Dare",GMC,Envoy,2022,Pink,63582,Economy
3023,2019-08-22,Reichert Group,Nissan,Pathfinder,2018,Blue,53777,Luxury
3024,2018-12-05,Murazik LLC,Citroën,SM,2022,Blue,59866,Sports
3025,2018-12-03,Smith Inc,Honda,CR-Z,2011,Indigo,35501,Economy
3026,2019-01-26,Runolfsson LLC,Volkswagen,Golf,2016,Maroon,95400,Economy
3027,2019-12-12,Hudson-Casper,GMC,2500,2022,Purple,12099,Off-Road
3028,2020-08-05,Howe-Mayer,Jeep,Cherokee,2021,Purple,43087,Luxury
3029,2022-01-11,Schaefer Inc,Honda,Civic,2011,Indigo,17460,Economy
3030,2022-03-17,Hauck and Sons,GMC,Acadia,2010,Violet,76345,Sports
3031,2021-08-22,"Sauer, Wiegand and Feil",Morgan,Aero 8,2019,Maroon,14401,Economy
3032,2020-12-01,Greenfelder-Christiansen,Land Rover,Discovery Series II,2014,Yellow,70625,Budget
3033,2019-06-02,Veum Group,BMW,745,2013,Aquamarine,95335,Economy
3034,2019-02-28,"Hoeger, Ondricka and Farrell",Chrysler,Crossfire,2011,Teal,42218,Economy
3035,2021-04-16,Hickle Inc,Mitsubishi,Sigma,2012,Indigo,34636,Luxury
3036,2018-09-05,"Boyle, Marks and Mraz",Dodge,Durango,2016,Puce,62843,Budget
3037,2020-11-15,Durgan-Lubowitz,Suzuki,Aerio,2014,Pink,20492,Sports
3038,2023-02-24,Prohaska and Sons,Kia,Sephia,2022,Fuscia,31287,Off-Road
3039,2019-07-15,"Stiedemann, Champlin and Turner",Ford,F150,2010,Green,77558,Off-Road
3040,2021-11-30,Wuckert Group,Dodge,Viper,2023,Green,68171,Budget
3041,2022-10-07,Torphy-Schinner,Ford,Escort,2016,Teal,36156,Economy
3042,2019-05-09,Brekke LLC,Pontiac,Sunbird,2011,Blue,73931,Off-Road
3043,2021-03-20,"Kautzer, Brown and Cassin",Toyota,MR2,2022,Indigo,88206,Luxury
3044,2021-04-28,Brekke Group,Mercury,Topaz,2018,Purple,52601,Luxury
3045,2022-05-13,"Thompson, Wuckert and Littel",Mitsubishi,Outlander,2017,Orange,65779,Economy
3046,2022-03-08,"Padberg, O'Hara and Dicki",Suzuki,Vitara,2013,Purple,94890,Luxury
3047,2018-10-21,Aufderhar-Daugherty,Ford,Thunderbird,2021,Indigo,80156,Sports
3048,2021-01-04,Kreiger and Sons,Ford,F150,2023,Goldenrod,62694,Economy
3049,2021-06-13,Steuber Group,Audi,TT,2013,Teal,24537,Budget
3050,2021-07-08,Yundt Inc,Isuzu,Oasis,2018,Turquoise,12041,Sports
3051,2019-03-06,"Ziemann, Boehm and Keebler",Saturn,Astra,2020,Puce,38253,Budget
3052,2022-03-10,Harber Inc,Toyota,Tacoma,2018,Orange,87707,Sports
3053,2022-10-04,Weissnat and Sons,Audi,S5,2022,Indigo,15713,Economy
3054,2019-04-08,Muller Group,Dodge,Charger,2010,Teal,82084,Budget
3055,2021-06-09,"Monahan, Hegmann and Hahn",Ford,Mustang,2013,Aquamarine,15741,Economy
3056,2019-09-12,Bosco-Emard,Toyota,Camry,2022,Indigo,61019,Budget
3057,2018-03-17,"Herman, Paucek and Bogisich",Honda,Accord,2011,Teal,41500,Sports
3058,2020-04-24,Stanton-Reichel,Buick,Roadmaster,2017,Indigo,74617,Budget
3059,2018-03-17,"Steuber, Mante and Bashirian",Chrysler,Cirrus,2011,Mauv,24868,Sports
3060,2023-04-26,"Schmeler, Ernser and Streich",Chevrolet,3500,2017,Indigo,31309,Off-Road
3061,2018-02-04,Douglas-Kautzer,Ford,E-Series,2020,Teal,73765,Off-Road
3062,2019-01-16,"Carter, Muller and Kuhn",Land Rover,Range Rover,2013,Indigo,77899,Sports
3063,2019-04-18,Hayes Group,Bentley,Azure,2022,Purple,71064,Luxury
3064,2019-12-07,Gulgowski-Lindgren,Toyota,FJ Cruiser,2022,Fuscia,26736,Sports
3065,2021-11-23,Barton-Kessler,Eagle,Talon,2010,Fuscia,25201,Sports
3066,2022-03-23,Steuber-Ruecker,Ford,F-Series,2015,Aquamarine,10318,Budget
3067,2022-03-05,"Aufderhar, Fisher and Waelchi",Chevrolet,Camaro,2012,Green,19763,Sports
3068,2021-01-21,Simonis-Heidenreich,Lexus,LS,2012,Maroon,20383,Economy
3069,2022-08-22,Corwin and Sons,Hyundai,Santa Fe,2011,Pink,21403,Budget
3070,2021-04-16,Rodriguez Group,Saab,9-3,2012,Green,69042,Luxury
3071,2018-08-01,"Wisoky, Schulist and Spencer",Volkswagen,rio,2023,Blue,67681,Luxury
3072,2020-05-30,Sauer and Sons,Acura,MDX,2010,Turquoise,19071,Off-Road
3073,2019-02-05,"Fahey, Muller and Kohler",Dodge,Caliber,2016,Indigo,66109,Economy
3074,2018-09-28,Langworth-Kunze,Acura,RDX,2012,Indigo,89570,Luxury
3075,2019-10-24,McClure-Littel,Chevrolet,Impala,2022,Orange,16880,Off-Road
3076,2021-05-16,White Inc,Ford,E350,2022,Yellow,14150,Sports
3077,2018-05-22,"Abbott, Grimes and Kuhlman",Nissan,200SX,2012,Orange,54424,Off-Road
3078,2018-11-20,Kozey-Dietrich,Lincoln,Mark LT,2018,Indigo,28056,Luxury
3079,2018-09-14,Mayert-Cartwright,Buick,Roadmaster,2023,Green,91493,Economy
3080,2019-04-14,Gorczany Inc,GMC,Envoy,2023,Crimson,50675,Budget
3081,2022-06-18,Breitenberg Inc,Maserati,430,2016,Blue,30650,Off-Road
3082,2023-05-04,Stokes-Osinski,Dodge,Ram Wagon B350,2014,Red,58916,Economy
3083,2018-09-18,Brekke and Sons,Chevrolet,Silverado,2010,Crimson,45958,Sports
3084,2020-11-16,Bartell-Hammes,Jeep,Cherokee,2017,Pink,56681,Budget
3085,2018-06-21,Larson LLC,Oldsmobile,98,2022,Teal,56444,Economy
3086,2018-08-27,Spencer and Sons,Mercedes-Benz,S-Class,2018,Violet,53969,Luxury
3087,2020-07-31,Prosacco LLC,Ford,Aspire,2015,Yellow,84179,Luxury
3088,2021-09-13,Kilback-Hane,Nissan,Sentra,2020,Blue,66761,Off-Road
3089,2020-01-24,Gottlieb-Baumbach,Mitsubishi,Eclipse,2018,Khaki,99899,Economy
3090,2021-02-14,Lehner and Sons,Audi,S8,2017,Mauv,12923,Budget
3091,2018-05-07,Smith Group,Jeep,Grand Cherokee,2016,Crimson,15812,Sports
3092,2019-07-07,Metz-Muller,Dodge,Viper,2023,Pink,27602,Sports
3093,2021-10-24,"Muller, Weimann and Brekke",Buick,LeSabre,2016,Purple,63756,Luxury
3094,2020-12-26,"Boyer, Schowalter and Kub",Toyota,Tercel,2022,Maroon,28082,Economy
3095,2020-10-09,Kunde-McLaughlin,Lotus,Exige,2010,Goldenrod,66956,Economy
3096,2021-03-11,Pagac LLC,Lexus,ES,2011,Indigo,49479,Off-Road
3097,2019-04-10,Zulauf Inc,Dodge,Colt,2014,Crimson,11816,Economy
3098,2021-02-12,Maggio and Sons,Buick,Skylark,2019,Orange,67183,Sports
3099,2019-12-26,"Hessel, Fay and Hilll",Volvo,V50,2011,Red,87342,Budget
3100,2022-12-16,Lesch and Sons,Chevrolet,Suburban,2012,Red,15237,Luxury
3101,2022-05-26,Bode LLC,Cadillac,DeVille,2011,Violet,61617,Luxury
3102,2019-02-08,"Schmeler, Denesik and Ferry",Toyota,Tacoma,2014,Maroon,32067,Budget
3103,2020-09-06,Larkin LLC,Toyota,Sequoia,2011,Teal,91971,Off-Road
3104,2020-03-31,Schultz-West,Lincoln,Continental,2011,Purple,38470,Off-Road
3105,2019-05-10,Swift-Ratke,Lexus,GX,2012,Red,32191,Budget
3106,2018-02-06,Casper-Trantow,Mazda,MX-5,2018,Pink,11584,Budget
3107,2022-01-14,Rau-Weissnat,Honda,Fit,2012,Goldenrod,43180,Economy
3108,2023-03-21,"Ward, Towne and Feest",Lotus,Exige,2020,Aquamarine,12464,Economy
3109,2021-11-04,Steuber-Welch,Kia,Sedona,2010,Blue,54248,Budget
3110,2021-05-31,"Pouros, Vandervort and Will",Ford,Ranger,2012,Yellow,31585,Budget
3111,2019-01-23,"Bailey, Leuschke and Runolfsson",Austin,Mini,2018,Blue,10071,Budget
3112,2021-02-26,"Leannon, Kertzmann and Effertz",BMW,M5,2012,Turquoise,40229,Luxury
3113,2022-08-25,"Reinger, Collier and Hackett",Chevrolet,Silverado 3500,2021,Blue,16683,Economy
3114,2020-07-20,Spencer-Herzog,Pontiac,Grand Am,2019,Purple,78930,Luxury
3115,2021-03-29,"Ankunding, Zemlak and Nitzsche",Mercury,Marquis,2017,Yellow,30927,Budget
3116,2021-07-09,Batz-Barrows,Chevrolet,1500,2011,Orange,67526,Economy
3117,2021-12-03,"Johns, Hane and Monahan",Chevrolet,Corvette,2021,Pink,21031,Economy
3118,2020-02-03,"Willms, Wunsch and Dare",Subaru,Impreza,2011,Maroon,38064,Budget
3119,2019-04-06,"Raynor, Heathcote and Wiegand",Ford,Thunderbird,2023,Crimson,70484,Economy
3120,2022-10-16,Murray-Mueller,Audi,S6,2017,Fuscia,63334,Budget
3121,2020-10-12,"Keeling, Jacobson and Kuhic",BMW,M,2015,Crimson,70770,Luxury
3122,2020-10-06,Rau LLC,BMW,8 Series,2022,Violet,93575,Budget
3123,2018-11-25,Predovic LLC,Cadillac,Eldorado,2020,Crimson,86208,Sports
3124,2018-02-16,Cummings-Bogan,Cadillac,Escalade,2011,Turquoise,71338,Luxury
3125,2020-01-27,Kunde Inc,Chevrolet,Sportvan G10,2022,Green,62465,Off-Road
3126,2021-04-26,Robel LLC,Chevrolet,Suburban 1500,2013,Crimson,15449,Off-Road
3127,2022-12-10,Schowalter-Jast,Acura,RL,2020,Red,31990,Luxury
3128,2018-01-21,Wehner-Gerlach,Audi,80,2010,Blue,40327,Off-Road
3129,2018-02-20,Kuphal-McGlynn,Land Rover,Range Rover,2013,Goldenrod,58079,Sports
3130,2018-10-26,Heathcote LLC,Lexus,IS-F,2011,Aquamarine,70906,Sports
3131,2019-08-19,Konopelski-Walter,Land Rover,Range Rover Sport,2011,Indigo,41744,Economy
3132,2020-06-28,Hansen-Botsford,Chevrolet,Colorado,2012,Green,95409,Off-Road
3133,2021-07-17,"Russel, Abbott and Auer",Volkswagen,Touareg,2012,Crimson,52893,Economy
3134,2020-08-25,Armstrong-Heaney,Cadillac,DeVille,2012,Aquamarine,59946,Economy
3135,2021-03-27,"Rosenbaum, Gulgowski and Collins",Honda,Prelude,2017,Yellow,46537,Luxury
3136,2020-10-16,Donnelly LLC,Volkswagen,New Beetle,2021,Pink,22091,Budget
3137,2023-04-23,"Nicolas, Howe and Hessel",Subaru,Legacy,2023,Mauv,53545,Luxury
3138,2021-08-21,"Sanford, O'Conner and Abbott",Suzuki,Grand Vitara,2017,Puce,89259,Luxury
3139,2020-09-18,"Kuvalis, Rodriguez and Wiegand",Porsche,Cayenne,2019,Pink,12484,Luxury
3140,2018-01-30,Lubowitz Group,Chrysler,300,2016,Aquamarine,59000,Economy
3141,2022-03-01,Russel-Skiles,Jeep,Compass,2014,Orange,93992,Luxury
3142,2019-08-17,"Wisozk, Lind and Buckridge",Chevrolet,Camaro,2011,Pink,78396,Luxury
3143,2023-05-08,Thompson Inc,Honda,Civic,2015,Khaki,13127,Off-Road
3144,2020-12-20,"Hegmann, Hartmann and Bogan",Ford,Mustang,2018,Purple,47442,Off-Road
3145,2019-12-27,Graham-Bauch,Lincoln,LS,2015,Blue,95414,Sports
3146,2020-02-04,Bogisich and Sons,Mitsubishi,Chariot,2011,Puce,85778,Off-Road
3147,2018-02-13,Funk Group,Nissan,Sentra,2023,Mauv,92812,Budget
3148,2023-04-04,Ferry-Simonis,Audi,200,2021,Orange,50760,Luxury
3149,2022-12-28,"Grant, Reichert and Leffler",Oldsmobile,Silhouette,2012,Crimson,61357,Sports
3150,2021-07-16,"Harvey, Dickinson and Yundt",Chevrolet,Lumina,2013,Red,51867,Off-Road
3151,2018-09-15,Herzog Inc,Dodge,Stratus,2011,Blue,86025,Sports
3152,2019-10-09,Cummerata LLC,Nissan,Quest,2012,Orange,75540,Off-Road
3153,2019-08-16,Schultz-Padberg,Pontiac,G5,2019,Violet,37719,Budget
3154,2020-09-28,"Mueller, Grady and Nikolaus",MINI,Cooper,2012,Orange,47236,Budget
3155,2019-07-19,"Ankunding, Ruecker and Watsica",Infiniti,I,2023,Mauv,39840,Luxury
3156,2018-10-23,DuBuque-Schroeder,Volkswagen,Jetta,2019,Blue,25515,Sports
3157,2018-06-17,"Watsica, Hills and Roob",Ford,F150,2011,Puce,69631,Off-Road
3158,2020-12-14,"Rath, Schulist and Daniel",Chevrolet,Impala,2015,Turquoise,70224,Off-Road
3159,2021-05-31,Windler-Bednar,Volkswagen,Jetta,2013,Indigo,60641,Economy
3160,2022-04-05,"Tremblay, Wehner and Volkman",Audi,A3,2020,Puce,71079,Sports
3161,2019-05-25,"Rowe, King and Boyle",Volvo,S80,2013,Mauv,91224,Budget
3162,2022-03-10,Kassulke-MacGyver,Acura,RL,2018,Goldenrod,27173,Budget
3163,2023-01-11,Rutherford-McCullough,Volkswagen,GTI,2012,Yellow,55561,Off-Road
3164,2022-08-31,Casper LLC,Saab,900,2010,Violet,13833,Off-Road
3165,2018-08-16,Goyette and Sons,Scion,tC,2011,Red,42027,Sports
3166,2021-06-05,"Corkery, King and Gerlach",Honda,Prelude,2015,Yellow,23687,Economy
3167,2019-08-22,Smitham and Sons,Toyota,Camry,2020,Turquoise,14744,Economy
3168,2022-08-04,"Deckow, Little and Wiza",Buick,Skylark,2017,Khaki,27353,Luxury
3169,2020-01-10,Franecki-Rice,Volkswagen,Passat,2014,Khaki,30140,Budget
3170,2019-06-08,"Klocko, Veum and Ankunding",Chevrolet,Corvette,2010,Crimson,65889,Off-Road
3171,2022-11-10,Dare-Leuschke,Oldsmobile,Intrigue,2012,Pink,23591,Economy
3172,2022-07-10,"Simonis, D'Amore and Witting",Ford,E-Series,2015,Red,71698,Sports
3173,2022-04-30,Crooks Inc,Mercedes-Benz,C-Class,2013,Crimson,61722,Off-Road
3174,2020-04-14,"Rath, Tillman and Kohler",Mitsubishi,Galant,2022,Green,70636,Luxury
3175,2019-09-01,"Cruickshank, Upton and Cole",Mercury,Mountaineer,2019,Yellow,93733,Economy
3176,2020-02-06,Huel Inc,Nissan,Rogue,2012,Fuscia,31702,Off-Road
3177,2019-08-28,Koss-Johnston,Ferrari,599 GTB Fiorano,2016,Purple,59545,Luxury
3178,2018-09-19,Conroy Inc,Chevrolet,2500,2021,Red,42879,Economy
3179,2020-07-25,"Dickens, Upton and Roberts",Isuzu,Trooper,2014,Yellow,72748,Luxury
3180,2022-06-10,Dooley-Schuster,Chevrolet,Equinox,2022,Blue,83678,Sports
3181,2020-08-25,Schmeler-Thiel,Alfa Romeo,164,2018,Maroon,18713,Budget
3182,2019-11-29,Wunsch Group,Lincoln,Continental,2012,Aquamarine,50961,Budget
3183,2020-04-18,Hansen-Koch,GMC,Safari,2014,Orange,81067,Economy
3184,2019-03-20,"Mosciski, Shanahan and Gerhold",Oldsmobile,Alero,2021,Crimson,85829,Luxury
3185,2022-03-23,"Harris, Howe and Schmidt",Dodge,Ram 2500,2010,Crimson,92754,Off-Road
3186,2022-10-07,Moore-Toy,Mercedes-Benz,E-Class,2016,Violet,43054,Sports
3187,2021-08-21,"Doyle, Legros and Thiel",Pontiac,Grand Prix,2016,Purple,73752,Luxury
3188,2022-12-28,Nicolas and Sons,Saturn,L-Series,2011,Khaki,23970,Economy
3189,2021-05-10,Price-Abernathy,BMW,M Roadster,2020,Purple,14033,Economy
3190,2018-09-18,Mueller and Sons,Acura,MDX,2022,Indigo,49229,Economy
3191,2022-02-05,Rippin-Spencer,Dodge,Colt,2019,Aquamarine,69777,Budget
3192,2022-05-25,Connelly-Yost,Bentley,Continental,2019,Goldenrod,40372,Budget
3193,2019-08-26,Runolfsson Group,Honda,Insight,2011,Turquoise,48602,Economy
3194,2020-08-31,"Grant, Parker and Medhurst",Hummer,H3,2010,Khaki,39227,Off-Road
3195,2019-11-16,"Wisoky, Lindgren and Smith",Ford,F-Series,2013,Goldenrod,41642,Luxury
3196,2018-06-16,"Bradtke, Thompson and Batz",Ford,Ranger,2021,Puce,76759,Off-Road
3197,2018-10-05,"Kirlin, Paucek and Zemlak",Bentley,Arnage,2016,Pink,91743,Economy
3198,2019-12-13,"Torp, Gusikowski and Gusikowski",Ford,F150,2013,Teal,66314,Luxury
3199,2019-04-29,Green-Prosacco,Toyota,MR2,2010,Turquoise,29609,Economy
3200,2021-05-03,Kulas-Balistreri,Pontiac,Montana,2023,Indigo,86842,Luxury
